Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
04/13/2022,1,Fairfield,204732,182047,22685,21703,25,2704,2184,520
04/13/2022,2,Hartford,178274,161724,16550,19992,40,3127,2556,571
04/13/2022,3,Litchfield,31962,27610,4352,17724,1,456,393,63
04/13/2022,4,Middlesex,28289,25696,2593,17415,6,479,341,138
04/13/2022,5,New Haven,196791,173991,22800,23023,37,2812,2432,380
04/13/2022,6,New London,55300,50636,4664,20852,15,657,513,144
04/13/2022,7,Tolland,20716,18607,2109,13745,0,272,196,76
04/13/2022,8,Windham,25777,24267,1510,22073,2,301,238,63
04/14/2022,1,Fairfield,204868,182183,22685,21717,30,2704,2184,520
04/14/2022,2,Hartford,178327,161775,16552,19998,40,3127,2556,571
04/14/2022,3,Litchfield,31978,27626,4352,17733,2,456,393,63
04/14/2022,4,Middlesex,28300,25706,2594,17422,7,479,341,138
04/14/2022,5,New Haven,196954,174151,22803,23042,40,2812,2432,380
04/14/2022,6,New London,55324,50660,4664,20861,14,657,513,144
04/14/2022,7,Tolland,20720,18611,2109,13747,3,272,196,76
04/14/2022,8,Windham,25784,24275,1509,22079,3,301,238,63
04/15/2022,1,Fairfield,205283,182554,22729,21761,37,2706,2185,521
04/15/2022,2,Hartford,178587,161993,16594,20027,43,3127,2556,571
04/15/2022,3,Litchfield,32023,27668,4355,17758,1,456,393,63
04/15/2022,4,Middlesex,28354,25756,2598,17455,7,479,341,138
04/15/2022,5,New Haven,197193,174351,22842,23070,53,2814,2434,380
04/15/2022,6,New London,55412,50740,4672,20894,15,657,513,144
04/15/2022,7,Tolland,20777,18653,2124,13785,3,272,196,76
04/15/2022,8,Windham,25813,24303,1510,22104,2,301,238,63
04/18/2022,1,Fairfield,205991,183116,22875,21837,36,2706,2185,521
04/18/2022,2,Hartford,178931,162294,16637,20066,43,3127,2556,571
04/18/2022,3,Litchfield,32105,27737,4368,17803,1,456,393,63
04/18/2022,4,Middlesex,28446,25839,2607,17512,3,479,341,138
04/18/2022,5,New Haven,197674,174772,22902,23126,43,2814,2434,380
04/18/2022,6,New London,55558,50878,4680,20949,15,657,513,144
04/18/2022,7,Tolland,20831,18702,2129,13821,2,272,196,76
04/18/2022,8,Windham,25858,24348,1510,22142,2,301,238,63
04/19/2022,1,Fairfield,206262,183359,22903,21865,37,2707,2185,522
04/19/2022,2,Hartford,179399,162724,16675,20118,45,3126,2555,571
04/19/2022,3,Litchfield,32172,27801,4371,17840,1,456,393,63
04/19/2022,4,Middlesex,28480,25871,2609,17533,3,479,341,138
04/19/2022,5,New Haven,197871,174953,22918,23149,44,2814,2434,380
04/19/2022,6,New London,55618,50938,4680,20972,15,657,513,144
04/19/2022,7,Tolland,20878,18746,2132,13852,2,272,196,76
04/19/2022,8,Windham,25870,24358,1512,22152,3,301,238,63
04/20/2022,1,Fairfield,206516,183594,22922,21892,40,2711,2189,522
04/20/2022,2,Hartford,179651,162937,16714,20147,49,3130,2558,572
04/20/2022,3,Litchfield,32219,27844,4375,17866,3,456,393,63
04/20/2022,4,Middlesex,28502,25892,2610,17547,2,480,342,138
04/20/2022,5,New Haven,198147,175176,22971,23182,46,2817,2437,380
04/20/2022,6,New London,55721,51036,4685,21010,16,657,513,144
04/20/2022,7,Tolland,20911,18773,2138,13874,3,272,196,76
04/20/2022,8,Windham,25885,24373,1512,22165,6,301,238,63
04/05/2022,1,Fairfield,202854,180348,22506,21504,32,2699,2179,520
04/05/2022,2,Hartford,177113,160722,16391,19862,35,3124,2553,571
04/05/2022,3,Litchfield,31739,27422,4317,17600,2,455,393,62
04/05/2022,4,Middlesex,28056,25478,2578,17272,3,479,341,138
04/05/2022,5,New Haven,195425,172842,22583,22863,28,2809,2429,380
04/05/2022,6,New London,54725,50131,4594,20635,4,655,511,144
04/05/2022,7,Tolland,20524,18453,2071,13617,0,270,195,75
04/05/2022,8,Windham,25664,24166,1498,21976,2,301,238,63
04/06/2022,1,Fairfield,203001,180477,22524,21520,32,2699,2179,520
04/06/2022,2,Hartford,177226,160817,16409,19875,35,3124,2553,571
04/06/2022,3,Litchfield,31758,27439,4319,17611,1,455,393,62
04/06/2022,4,Middlesex,28084,25505,2579,17289,4,479,341,138
04/06/2022,5,New Haven,195533,172926,22607,22876,38,2811,2431,380
04/06/2022,6,New London,54758,50162,4596,20647,6,656,512,144
04/06/2022,7,Tolland,20535,18461,2074,13625,0,269,195,74
04/06/2022,8,Windham,25674,24175,1499,21985,1,301,238,63
04/07/2022,1,Fairfield,203279,180736,22543,21549,28,2699,2179,520
04/07/2022,2,Hartford,177379,160948,16431,19892,39,3124,2553,571
04/07/2022,3,Litchfield,31771,27449,4322,17618,0,455,393,62
04/07/2022,4,Middlesex,28112,25532,2580,17307,3,479,341,138
04/07/2022,5,New Haven,195744,173116,22628,22901,47,2811,2431,380
04/07/2022,6,New London,54875,50270,4605,20691,7,656,512,144
04/07/2022,7,Tolland,20562,18483,2079,13642,0,269,194,75
04/07/2022,8,Windham,25691,24192,1499,21999,3,301,238,63
04/08/2022,1,Fairfield,203593,181025,22568,21582,34,2701,2181,520
04/08/2022,2,Hartford,177566,161117,16449,19913,34,3127,2556,571
04/08/2022,3,Litchfield,31806,27483,4323,17637,0,455,393,62
04/08/2022,4,Middlesex,28151,25567,2584,17331,2,479,341,138
04/08/2022,5,New Haven,195898,173254,22644,22919,37,2811,2431,380
04/08/2022,6,New London,54968,50353,4615,20727,8,657,513,144
04/08/2022,7,Tolland,20608,18525,2083,13673,0,269,194,75
04/08/2022,8,Windham,25707,24208,1499,22013,2,301,238,63
04/11/2022,1,Fairfield,204191,181564,22627,21646,21,2701,2181,520
04/11/2022,2,Hartford,177958,161452,16506,19957,31,3127,2556,571
04/11/2022,3,Litchfield,31891,27557,4334,17685,0,455,393,62
04/11/2022,4,Middlesex,28223,25637,2586,17375,3,479,341,138
04/11/2022,5,New Haven,196334,173614,22720,22970,38,2811,2431,380
04/11/2022,6,New London,55101,50470,4631,20777,10,657,513,144
04/11/2022,7,Tolland,20665,18566,2099,13711,0,270,195,75
04/11/2022,8,Windham,25753,24246,1507,22052,1,301,238,63
04/12/2022,1,Fairfield,204516,181847,22669,21680,20,2703,2183,520
04/12/2022,2,Hartford,178144,161614,16530,19978,33,3127,2556,571
04/12/2022,3,Litchfield,31929,27585,4344,17706,1,456,393,63
04/12/2022,4,Middlesex,28250,25660,2590,17391,5,479,341,138
04/12/2022,5,New Haven,196585,173821,22764,22999,40,2812,2432,380
04/12/2022,6,New London,55232,50576,4656,20826,13,657,513,144
04/12/2022,7,Tolland,20699,18592,2107,13733,0,272,196,76
04/12/2022,8,Windham,25771,24262,1509,22068,1,301,238,63
06/02/2020,1,Fairfield,15789,15087,702,1673,134,1289,998,291
06/02/2020,2,Hartford,10593,9914,679,1187,92,1259,958,301
06/02/2020,3,Litchfield,1404,1338,66,775,5,133,113,20
06/02/2020,4,Middlesex,1161,1104,57,714,16,152,118,34
06/02/2020,5,New Haven,11548,11161,387,1347,150,990,843,147
06/02/2020,6,New London,1100,1039,61,412,8,92,67,25
06/02/2020,7,Tolland,856,783,73,567,0,60,46,14
06/02/2020,8,Windham,392,384,8,335,1,14,13,1
06/03/2020,1,Fairfield,15843,15133,710,1679,126,1293,1002,291
06/03/2020,2,Hartford,10636,9947,689,1191,90,1266,964,302
06/03/2020,3,Litchfield,1406,1339,67,776,3,134,113,21
06/03/2020,4,Middlesex,1171,1113,58,720,15,154,119,35
06/03/2020,5,New Haven,11582,11191,391,1350,128,992,845,147
06/03/2020,6,New London,1104,1042,62,414,8,94,69,25
06/03/2020,7,Tolland,859,784,75,569,0,60,46,14
06/03/2020,8,Windham,397,389,8,339,3,14,13,1
06/04/2020,1,Fairfield,15914,15204,710,1686,111,1304,1011,293
06/04/2020,2,Hartford,10677,9982,695,1196,83,1277,968,309
06/04/2020,3,Litchfield,1409,1343,66,778,2,134,113,21
06/04/2020,4,Middlesex,1170,1112,58,719,14,155,120,35
06/04/2020,5,New Haven,11673,11282,391,1361,127,999,855,144
06/04/2020,6,New London,1108,1045,63,415,8,95,70,25
06/04/2020,7,Tolland,859,784,75,569,0,60,46,14
06/04/2020,8,Windham,405,398,7,346,5,14,13,1
06/05/2020,1,Fairfield,16020,15307,713,1697,108,1309,1017,292
06/05/2020,2,Hartford,10747,10046,701,1204,78,1279,971,308
06/05/2020,3,Litchfield,1413,1347,66,780,1,134,113,21
06/05/2020,4,Middlesex,1174,1119,55,722,14,157,123,34
06/05/2020,5,New Haven,11817,11429,388,1378,121,1007,865,142
06/05/2020,6,New London,1112,1049,63,417,7,95,70,25
06/05/2020,7,Tolland,864,789,75,572,0,60,46,14
06/05/2020,8,Windham,416,409,7,355,4,14,13,1
06/06/2020,1,Fairfield,16056,15342,714,1701,111,1312,1019,293
06/06/2020,2,Hartford,10809,10112,697,1211,87,1287,977,310
06/06/2020,3,Litchfield,1419,1353,66,783,1,134,113,21
06/06/2020,4,Middlesex,1185,1128,57,728,15,159,124,35
06/06/2020,5,New Haven,11828,11441,387,1379,110,1010,867,143
06/06/2020,6,New London,1119,1056,63,419,6,95,70,25
06/06/2020,7,Tolland,864,789,75,572,0,60,46,14
06/06/2020,8,Windham,420,412,8,359,3,14,13,1
06/07/2020,1,Fairfield,16092,15379,713,1705,114,1316,1023,293
06/07/2020,2,Hartford,10844,10145,699,1215,77,1291,978,313
06/07/2020,3,Litchfield,1426,1360,66,787,2,134,113,21
06/07/2020,4,Middlesex,1187,1130,57,730,14,160,125,35
06/07/2020,5,New Haven,11860,11472,388,1383,108,1013,870,143
06/07/2020,6,New London,1120,1057,63,420,7,96,71,25
06/07/2020,7,Tolland,863,787,76,572,0,60,46,14
06/07/2020,8,Windham,428,421,7,366,2,14,13,1
06/08/2020,1,Fairfield,16108,15405,703,1707,111,1319,1027,292
06/08/2020,2,Hartford,10859,10206,653,1216,68,1291,991,300
06/08/2020,3,Litchfield,1432,1369,63,791,3,136,115,21
06/08/2020,4,Middlesex,1194,1139,55,734,12,163,128,35
06/08/2020,5,New Haven,11875,11495,380,1385,88,1016,872,144
06/08/2020,6,New London,1122,1059,63,421,8,96,71,25
06/08/2020,7,Tolland,873,806,67,578,1,61,48,13
06/08/2020,8,Windham,430,423,7,367,2,15,14,1
06/09/2020,1,Fairfield,16134,15519,615,1709,92,1321,1029,292
06/09/2020,2,Hartford,10924,10274,650,1224,69,1303,1001,302
06/09/2020,3,Litchfield,1430,1368,62,790,3,134,113,21
06/09/2020,4,Middlesex,1199,1144,55,737,12,164,128,36
06/09/2020,5,New Haven,11911,11539,372,1389,84,1024,879,145
06/09/2020,6,New London,1130,1068,62,424,8,97,72,25
06/09/2020,7,Tolland,878,810,68,582,0,61,47,14
06/09/2020,8,Windham,437,429,8,373,2,14,13,1
06/10/2020,1,Fairfield,16155,15537,618,1712,89,1333,1039,294
06/10/2020,2,Hartford,10967,10314,653,1229,60,1308,1006,302
06/10/2020,3,Litchfield,1435,1374,61,792,3,135,114,21
06/10/2020,4,Middlesex,1210,1154,56,744,14,165,128,37
06/10/2020,5,New Haven,11930,11558,372,1391,71,1031,887,144
06/10/2020,6,New London,1147,1085,62,430,7,98,73,25
06/10/2020,7,Tolland,883,814,69,585,0,62,48,14
06/10/2020,8,Windham,441,434,7,377,2,14,13,1
07/14/2020,5,New Haven,12643,12252,391,1474,22,1088,938,150
07/14/2020,6,New London,1339,1280,59,502,3,102,76,26
07/14/2020,7,Tolland,937,869,68,621,0,65,51,14
07/14/2020,8,Windham,639,632,7,546,0,14,13,1
08/03/2020,3,Litchfield,1600,1537,63,883,1,138,117,21
08/03/2020,4,Middlesex,1391,1330,61,855,4,191,153,38
08/03/2020,5,New Haven,13100,12692,408,1527,23,1104,954,150
08/03/2020,6,New London,1421,1358,63,533,2,103,77,26
08/03/2020,7,Tolland,1053,992,61,698,0,66,52,14
08/03/2020,8,Windham,716,707,9,612,1,15,14,1
08/12/2020,7,Tolland,1056,995,61,700,0,65,51,14
08/12/2020,8,Windham,751,741,10,642,0,15,14,1
08/13/2020,1,Fairfield,18160,17494,666,1924,17,1410,1098,312
08/13/2020,2,Hartford,12871,12221,650,1442,14,1419,1099,320
08/13/2020,3,Litchfield,1632,1565,67,901,0,139,118,21
08/13/2020,4,Middlesex,1414,1351,63,869,6,192,154,38
08/13/2020,5,New Haven,13316,12896,420,1553,17,1109,957,152
08/13/2020,6,New London,1477,1414,63,554,2,104,78,26
08/13/2020,7,Tolland,1056,995,61,700,0,65,51,14
08/13/2020,8,Windham,755,745,10,645,0,15,14,1
08/16/2020,1,Fairfield,18317,17648,669,1941,11,1411,1099,312
08/16/2020,2,Hartford,12956,12308,648,1451,7,1420,1100,320
08/16/2020,3,Litchfield,1637,1570,67,904,0,139,118,21
08/16/2020,4,Middlesex,1425,1363,62,876,4,192,154,38
08/16/2020,5,New Haven,13378,12956,422,1560,18,1109,957,152
08/16/2020,6,New London,1499,1433,66,562,2,105,79,26
08/16/2020,7,Tolland,1059,997,62,702,0,65,51,14
08/16/2020,8,Windham,762,752,10,651,0,15,14,1
08/17/2020,1,Fairfield,18322,17650,672,1941,14,1411,1098,313
08/17/2020,2,Hartford,12949,12301,648,1451,9,1420,1100,320
08/17/2020,3,Litchfield,1636,1569,67,903,0,139,118,21
08/17/2020,4,Middlesex,1424,1362,62,875,4,192,154,38
08/17/2020,5,New Haven,13376,12954,422,1560,18,1109,957,152
08/17/2020,6,New London,1497,1431,66,561,2,105,79,26
08/17/2020,7,Tolland,1075,1013,62,712,0,65,51,14
08/17/2020,8,Windham,762,752,10,651,0,15,14,1
08/18/2020,1,Fairfield,18347,17671,676,1944,12,1410,1097,313
08/18/2020,2,Hartford,12956,12308,648,1451,9,1419,1100,319
08/18/2020,3,Litchfield,1638,1570,68,904,0,139,118,21
08/18/2020,4,Middlesex,1425,1363,62,876,4,192,154,38
08/18/2020,5,New Haven,13388,12965,423,1561,21,1111,959,152
08/18/2020,6,New London,1499,1433,66,562,3,106,79,27
08/18/2020,7,Tolland,1081,1019,62,716,0,65,51,14
08/18/2020,8,Windham,767,757,10,655,0,15,14,1
08/19/2020,1,Fairfield,18401,17722,679,1950,11,1410,1097,313
08/19/2020,2,Hartford,12978,12330,648,1454,9,1420,1100,320
08/19/2020,3,Litchfield,1642,1573,69,907,0,139,118,21
08/19/2020,4,Middlesex,1425,1363,62,876,5,192,154,38
08/19/2020,5,New Haven,13422,12999,423,1565,20,1111,959,152
08/19/2020,6,New London,1503,1437,66,563,2,106,79,27
08/19/2020,7,Tolland,1082,1019,63,717,0,65,51,14
08/19/2020,8,Windham,767,757,10,655,0,15,14,1
08/20/2020,1,Fairfield,18434,17749,685,1953,12,1411,1098,313
08/20/2020,2,Hartford,13002,12355,647,1456,14,1422,1102,320
08/20/2020,3,Litchfield,1645,1576,69,908,0,139,118,21
08/20/2020,4,Middlesex,1426,1364,62,877,5,192,154,38
06/11/2020,1,Fairfield,16178,15561,617,1714,81,1337,1044,293
06/11/2020,2,Hartford,11103,10455,648,1244,61,1313,1011,302
06/11/2020,3,Litchfield,1435,1374,61,792,3,135,114,21
06/11/2020,4,Middlesex,1216,1160,56,747,15,166,129,37
06/11/2020,5,New Haven,11979,11606,373,1397,74,1034,889,145
06/11/2020,6,New London,1150,1088,62,431,7,98,73,25
06/11/2020,7,Tolland,886,815,71,587,0,62,48,14
06/11/2020,8,Windham,453,446,7,387,3,14,13,1
06/12/2020,1,Fairfield,16277,15661,616,1725,81,1345,1051,294
06/12/2020,2,Hartford,11189,10534,655,1253,54,1321,1018,303
06/12/2020,3,Litchfield,1439,1377,62,795,3,135,114,21
06/12/2020,4,Middlesex,1223,1167,56,752,13,168,131,37
06/12/2020,5,New Haven,12021,11641,380,1402,73,1041,893,148
06/12/2020,6,New London,1198,1135,63,449,7,100,74,26
06/12/2020,7,Tolland,885,814,71,586,0,62,48,14
06/12/2020,8,Windham,463,456,7,396,2,14,13,1
06/13/2020,1,Fairfield,16306,15690,616,1728,68,1346,1052,294
06/13/2020,2,Hartford,11218,10564,654,1257,52,1327,1023,304
06/13/2020,3,Litchfield,1442,1380,62,796,3,136,115,21
06/13/2020,4,Middlesex,1229,1173,56,755,11,171,134,37
06/13/2020,5,New Haven,12034,11653,381,1403,63,1044,895,149
06/13/2020,6,New London,1236,1173,63,463,6,101,75,26
06/13/2020,7,Tolland,888,817,71,588,0,62,48,14
06/13/2020,8,Windham,465,458,7,397,2,14,13,1
06/14/2020,1,Fairfield,16338,15717,621,1731,70,1347,1052,295
06/14/2020,2,Hartford,11231,10573,658,1258,52,1328,1023,305
06/14/2020,3,Litchfield,1441,1379,62,796,3,135,114,21
06/14/2020,4,Middlesex,1233,1175,58,758,9,171,134,37
06/14/2020,5,New Haven,12055,11671,384,1406,63,1045,896,149
06/14/2020,6,New London,1240,1177,63,465,6,102,76,26
06/14/2020,7,Tolland,888,817,71,588,0,62,48,14
06/14/2020,8,Windham,467,460,7,399,0,14,13,1
06/15/2020,1,Fairfield,16359,15738,621,1733,70,1350,1055,295
06/15/2020,2,Hartford,11261,10601,660,1261,48,1330,1025,305
06/15/2020,3,Litchfield,1443,1381,62,797,3,135,114,21
06/15/2020,4,Middlesex,1235,1177,58,759,8,171,134,37
06/15/2020,5,New Haven,12078,11695,383,1408,64,1046,897,149
06/15/2020,6,New London,1276,1213,63,478,7,102,76,26
06/15/2020,7,Tolland,888,817,71,588,0,62,48,14
06/15/2020,8,Windham,469,462,7,401,1,14,13,1
06/16/2020,1,Fairfield,16381,15757,624,1736,68,1352,1058,294
06/16/2020,2,Hartford,11284,10619,665,1264,42,1331,1026,305
06/16/2020,3,Litchfield,1444,1382,62,797,5,135,114,21
06/16/2020,4,Middlesex,1241,1182,59,763,7,171,134,37
06/16/2020,5,New Haven,12089,11706,383,1410,60,1052,903,149
06/16/2020,6,New London,1285,1223,62,482,3,101,76,25
06/16/2020,7,Tolland,889,818,71,589,0,63,49,14
06/16/2020,8,Windham,471,464,7,402,1,14,13,1
06/17/2020,1,Fairfield,16398,15773,625,1737,64,1352,1058,294
06/17/2020,2,Hartford,11322,10653,669,1268,37,1336,1029,307
06/17/2020,3,Litchfield,1447,1385,62,799,7,135,114,21
06/17/2020,4,Middlesex,1246,1187,59,766,7,172,135,37
06/17/2020,5,New Haven,12105,11722,383,1411,56,1052,903,149
06/17/2020,6,New London,1288,1226,62,483,4,101,76,25
06/17/2020,7,Tolland,892,821,71,591,0,64,50,14
06/17/2020,8,Windham,472,465,7,403,1,14,13,1
06/18/2020,1,Fairfield,16425,15801,624,1740,66,1355,1060,295
06/18/2020,2,Hartford,11358,10690,668,1272,35,1341,1032,309
06/18/2020,3,Litchfield,1448,1385,63,800,5,135,114,21
06/18/2020,4,Middlesex,1254,1195,59,771,8,172,135,37
06/18/2020,5,New Haven,12136,11751,385,1415,52,1056,905,151
06/18/2020,6,New London,1203,1141,62,451,5,101,76,25
06/18/2020,7,Tolland,893,823,70,592,0,64,50,14
06/18/2020,8,Windham,567,560,7,485,1,14,13,1
07/15/2020,1,Fairfield,17027,16385,642,1804,20,1391,1083,308
07/15/2020,2,Hartford,12016,11337,679,1346,20,1402,1086,316
07/15/2020,3,Litchfield,1520,1456,64,839,0,138,117,21
07/15/2020,4,Middlesex,1351,1292,59,830,3,189,151,38
07/15/2020,5,New Haven,12686,12296,390,1479,19,1088,938,150
07/15/2020,6,New London,1345,1286,59,504,4,102,76,26
07/15/2020,7,Tolland,937,869,68,621,0,65,51,14
07/15/2020,8,Windham,642,635,7,549,0,14,13,1
07/16/2020,1,Fairfield,17069,16426,643,1808,21,1395,1086,309
07/16/2020,2,Hartford,12046,11366,680,1349,19,1403,1087,316
07/16/2020,3,Litchfield,1523,1459,64,841,0,138,117,21
07/16/2020,4,Middlesex,1357,1298,59,834,3,189,151,38
07/16/2020,5,New Haven,12733,12340,393,1485,20,1090,938,152
07/16/2020,6,New London,1347,1288,59,505,3,102,76,26
07/16/2020,7,Tolland,939,871,68,622,0,65,51,14
07/16/2020,8,Windham,651,644,7,556,0,14,13,1
07/19/2020,1,Fairfield,17112,16466,646,1813,22,1399,1087,312
07/19/2020,2,Hartford,12082,11403,679,1353,14,1406,1089,317
07/19/2020,3,Litchfield,1524,1460,64,841,0,138,117,21
07/19/2020,4,Middlesex,1359,1300,59,835,3,189,151,38
07/19/2020,5,New Haven,12788,12396,392,1491,14,1092,940,152
07/19/2020,6,New London,1356,1297,59,508,1,102,76,26
07/19/2020,7,Tolland,948,880,68,628,0,65,51,14
07/19/2020,8,Windham,652,645,7,557,0,15,14,1
07/20/2020,1,Fairfield,17123,16477,646,1814,20,1399,1087,312
07/20/2020,2,Hartford,12101,11424,677,1356,18,1406,1089,317
07/20/2020,3,Litchfield,1525,1461,64,842,1,138,117,21
07/20/2020,4,Middlesex,1361,1302,59,837,4,189,151,38
07/20/2020,5,New Haven,12794,12404,390,1492,18,1092,942,150
07/20/2020,6,New London,1357,1298,59,509,1,102,76,26
07/20/2020,7,Tolland,946,878,68,627,0,65,51,14
07/20/2020,8,Windham,653,646,7,558,0,15,14,1
07/21/2020,1,Fairfield,17164,16508,656,1819,22,1399,1087,312
07/21/2020,2,Hartford,12147,11458,689,1361,17,1407,1090,317
07/21/2020,3,Litchfield,1530,1462,68,845,2,138,117,21
07/21/2020,4,Middlesex,1362,1302,60,837,2,188,150,38
07/21/2020,5,New Haven,12825,12422,403,1495,18,1092,942,150
07/21/2020,6,New London,1364,1302,62,511,1,102,76,26
07/21/2020,7,Tolland,946,880,66,627,0,65,51,14
07/21/2020,8,Windham,655,648,7,560,1,15,14,1
07/22/2020,1,Fairfield,17184,16529,655,1821,26,1401,1089,312
07/22/2020,2,Hartford,12145,11455,690,1360,17,1408,1090,318
07/22/2020,3,Litchfield,1530,1462,68,845,2,138,117,21
07/22/2020,4,Middlesex,1360,1300,60,836,2,188,150,38
07/22/2020,5,New Haven,12835,12433,402,1497,23,1093,943,150
07/22/2020,6,New London,1352,1290,62,507,1,102,76,26
07/22/2020,7,Tolland,937,871,66,621,0,65,51,14
07/22/2020,8,Windham,655,648,7,560,1,15,14,1
07/23/2020,1,Fairfield,17421,16777,644,1846,23,1402,1089,313
07/23/2020,2,Hartford,12340,11685,655,1382,19,1408,1090,318
07/23/2020,3,Litchfield,1560,1495,65,861,0,138,117,21
07/23/2020,4,Middlesex,1365,1305,60,839,3,188,150,38
07/23/2020,5,New Haven,12884,12480,404,1502,25,1095,944,151
07/23/2020,6,New London,1362,1300,62,511,0,102,76,26
07/23/2020,7,Tolland,964,900,64,639,0,65,51,14
07/23/2020,8,Windham,658,651,7,562,1,15,14,1
07/26/2020,1,Fairfield,17459,16805,654,1850,19,1402,1090,312
07/26/2020,2,Hartford,12390,11731,659,1388,14,1410,1091,319
07/26/2020,3,Litchfield,1568,1504,64,866,0,138,117,21
07/26/2020,4,Middlesex,1373,1312,61,844,6,189,151,38
07/26/2020,5,New Haven,12941,12535,406,1509,19,1097,946,151
07/26/2020,6,New London,1373,1310,63,515,0,102,76,26
06/19/2020,1,Fairfield,16469,15841,628,1745,53,1361,1063,298
06/19/2020,2,Hartford,11392,10726,666,1276,35,1344,1034,310
06/19/2020,3,Litchfield,1467,1404,63,810,3,135,115,20
06/19/2020,4,Middlesex,1258,1200,58,773,9,172,135,37
06/19/2020,5,New Haven,12174,11786,388,1420,46,1060,908,152
06/19/2020,6,New London,1209,1147,62,453,3,101,76,25
06/19/2020,7,Tolland,895,825,70,593,0,64,50,14
06/19/2020,8,Windham,575,568,7,491,1,14,13,1
06/20/2020,1,Fairfield,16475,15847,628,1746,53,1361,1063,298
06/20/2020,2,Hartford,11405,10738,667,1278,44,1350,1039,311
06/20/2020,3,Litchfield,1467,1404,63,810,1,135,115,20
06/20/2020,4,Middlesex,1259,1200,59,774,9,174,136,38
06/20/2020,5,New Haven,12185,11798,387,1421,37,1061,909,152
06/20/2020,6,New London,1217,1155,62,456,4,101,76,25
06/20/2020,7,Tolland,895,825,70,593,0,64,50,14
06/20/2020,8,Windham,579,572,7,495,1,14,13,1
06/21/2020,1,Fairfield,16483,15854,629,1746,51,1362,1064,298
06/21/2020,2,Hartford,11414,10743,671,1279,39,1350,1038,312
06/21/2020,3,Litchfield,1467,1404,63,810,1,135,115,20
06/21/2020,4,Middlesex,1259,1200,59,774,8,174,136,38
06/21/2020,5,New Haven,12196,11805,391,1422,37,1063,911,152
06/21/2020,6,New London,1214,1152,62,455,3,101,76,25
06/21/2020,7,Tolland,895,825,70,593,0,64,50,14
06/21/2020,8,Windham,584,577,7,499,1,14,13,1
06/22/2020,1,Fairfield,16522,15892,630,1751,46,1367,1065,302
06/22/2020,2,Hartford,11443,10775,668,1282,39,1352,1040,312
06/22/2020,3,Litchfield,1469,1406,63,811,1,136,116,20
06/22/2020,4,Middlesex,1272,1213,59,782,10,177,139,38
06/22/2020,5,New Haven,12225,11836,389,1425,38,1065,915,150
06/22/2020,6,New London,1221,1159,62,458,3,102,76,26
06/22/2020,7,Tolland,898,828,70,595,0,64,50,14
06/22/2020,8,Windham,587,580,7,502,1,14,13,1
06/23/2020,1,Fairfield,16527,15896,631,1751,47,1370,1067,303
06/23/2020,2,Hartford,11450,10782,668,1283,28,1356,1044,312
06/23/2020,3,Litchfield,1469,1406,63,811,1,136,116,20
06/23/2020,4,Middlesex,1273,1214,59,783,8,179,141,38
06/23/2020,5,New Haven,12227,11838,389,1426,37,1066,916,150
06/23/2020,6,New London,1221,1159,62,458,2,102,76,26
06/23/2020,7,Tolland,898,828,70,595,0,64,50,14
06/23/2020,8,Windham,588,581,7,502,1,14,13,1
06/24/2020,1,Fairfield,16547,15914,633,1753,46,1373,1069,304
06/24/2020,2,Hartford,11483,10806,677,1286,25,1362,1051,311
06/24/2020,3,Litchfield,1469,1406,63,811,1,136,116,20
06/24/2020,4,Middlesex,1277,1218,59,785,8,179,141,38
06/24/2020,5,New Haven,12245,11852,393,1428,39,1068,918,150
06/24/2020,6,New London,1219,1157,62,457,2,102,76,26
06/24/2020,7,Tolland,899,829,70,596,0,64,50,14
06/24/2020,8,Windham,595,586,9,508,1,14,13,1
06/25/2020,1,Fairfield,16564,15931,633,1755,46,1375,1070,305
06/25/2020,2,Hartford,11511,10835,676,1289,25,1365,1053,312
06/25/2020,3,Litchfield,1471,1408,63,812,1,136,116,20
06/25/2020,4,Middlesex,1282,1222,60,788,8,182,143,39
06/25/2020,5,New Haven,12254,11862,392,1429,45,1069,919,150
06/25/2020,6,New London,1223,1161,62,458,1,102,76,26
06/25/2020,7,Tolland,904,834,70,599,0,64,50,14
06/25/2020,8,Windham,598,591,7,511,1,14,13,1
06/26/2020,1,Fairfield,16606,15968,638,1759,35,1375,1070,305
06/26/2020,2,Hartford,11558,10882,676,1295,24,1369,1056,313
06/26/2020,3,Litchfield,1482,1419,63,818,1,136,116,20
06/26/2020,4,Middlesex,1287,1226,61,791,9,182,143,39
06/26/2020,5,New Haven,12275,11881,394,1431,35,1069,919,150
06/26/2020,6,New London,1241,1179,62,465,1,102,76,26
06/26/2020,7,Tolland,906,836,70,600,0,64,50,14
06/26/2020,8,Windham,599,592,7,512,1,14,13,1
06/27/2020,1,Fairfield,16633,15995,638,1762,32,1375,1070,305
06/27/2020,2,Hartford,11587,10912,675,1298,27,1369,1056,313
06/27/2020,3,Litchfield,1482,1419,63,818,1,136,116,20
06/27/2020,4,Middlesex,1292,1232,60,794,8,183,144,39
06/27/2020,5,New Haven,12299,11905,394,1434,33,1073,923,150
06/27/2020,6,New London,1244,1182,62,466,2,102,76,26
06/27/2020,7,Tolland,910,840,70,603,0,64,50,14
06/27/2020,8,Windham,605,598,7,517,0,14,13,1
