Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
12/22/2021,5,New Haven,123300,109189,14111,14425,262,2325,1997,328
12/22/2021,6,New London,33949,31293,2656,12801,63,520,398,122
12/22/2021,7,Tolland,13730,12347,1383,9110,6,208,161,47
12/22/2021,8,Windham,16927,16037,890,14495,23,243,189,54
12/23/2021,1,Fairfield,128883,114563,14320,13663,188,2344,1883,461
12/23/2021,2,Hartford,115690,105702,9988,12974,230,2663,2180,483
12/23/2021,3,Litchfield,21230,18386,2844,11773,27,363,313,50
12/23/2021,4,Middlesex,17846,16085,1761,10986,41,410,305,105
12/23/2021,5,New Haven,124326,110098,14228,14545,262,2325,1997,328
12/23/2021,6,New London,34077,31409,2668,12849,65,520,398,122
12/23/2021,7,Tolland,13790,12399,1391,9149,3,208,161,47
12/23/2021,8,Windham,16998,16105,893,14555,21,242,188,54
12/27/2021,1,Fairfield,134225,119257,14968,14229,224,2348,1887,461
12/27/2021,2,Hartford,118824,108564,10260,13325,273,2673,2188,485
12/27/2021,3,Litchfield,21719,18821,2898,12044,28,366,315,51
12/27/2021,4,Middlesex,18244,16467,1777,11232,33,410,306,104
12/27/2021,5,New Haven,127993,113411,14582,14974,265,2327,2000,327
12/27/2021,6,New London,34949,32233,2716,13178,67,521,398,123
12/27/2021,7,Tolland,14079,12660,1419,9341,7,209,161,48
12/27/2021,8,Windham,17392,16488,904,14893,28,247,193,54
12/28/2021,1,Fairfield,135622,120347,15275,14377,234,2354,1893,461
12/28/2021,2,Hartford,120659,110082,10577,13531,299,2695,2209,486
12/28/2021,3,Litchfield,21929,19002,2927,12160,27,371,319,52
12/28/2021,4,Middlesex,18372,16576,1796,11310,31,413,308,105
12/28/2021,5,New Haven,129536,114698,14838,15155,271,2341,2009,332
12/28/2021,6,New London,35329,32558,2771,13321,66,522,399,123
12/28/2021,7,Tolland,14224,12786,1438,9437,7,210,161,49
12/28/2021,8,Windham,17472,16550,922,14961,28,248,194,54
12/29/2021,1,Fairfield,137944,122541,15403,14623,282,2355,1894,461
12/29/2021,2,Hartford,122565,111813,10752,13745,311,2696,2210,486
12/29/2021,3,Litchfield,22188,19239,2949,12304,25,371,319,52
12/29/2021,4,Middlesex,18670,16863,1807,11494,33,414,308,106
12/29/2021,5,New Haven,131526,116522,15004,15388,351,2342,2010,332
12/29/2021,6,New London,35683,32852,2831,13455,75,522,399,123
12/29/2021,7,Tolland,14423,12971,1452,9569,9,211,162,49
12/29/2021,8,Windham,17640,16694,946,15105,27,248,194,54
12/30/2021,1,Fairfield,140261,124546,15715,14869,293,2355,1894,461
12/30/2021,2,Hartford,124545,113654,10891,13967,308,2696,2210,486
12/30/2021,3,Litchfield,22448,19438,3010,12448,25,371,319,52
12/30/2021,4,Middlesex,18868,17042,1826,11616,40,414,308,106
12/30/2021,5,New Haven,133669,118285,15384,15638,370,2342,2010,332
12/30/2021,6,New London,36134,33286,2848,13625,77,522,399,123
12/30/2021,7,Tolland,14589,13121,1468,9679,13,211,162,49
12/30/2021,8,Windham,17794,16841,953,15237,25,247,193,54
01/03/2022,1,Fairfield,148249,131765,16484,15715,415,2368,1906,462
01/03/2022,2,Hartford,129374,118097,11277,14508,359,2711,2223,488
01/03/2022,3,Litchfield,23232,20125,3107,12883,33,375,323,52
01/03/2022,4,Middlesex,19664,17793,1871,12106,38,417,309,108
01/03/2022,5,New Haven,140745,124862,15883,16466,491,2349,2014,335
01/03/2022,6,New London,37396,34484,2912,14101,78,529,406,123
01/03/2022,7,Tolland,15002,13496,1506,9953,11,211,162,49
01/03/2022,8,Windham,18211,17239,972,15594,27,248,194,54
01/04/2022,1,Fairfield,150957,133556,17401,16003,435,2378,1913,465
01/04/2022,2,Hartford,132644,120717,11927,14875,390,2722,2230,492
01/04/2022,3,Litchfield,23634,20418,3216,13106,35,378,324,54
01/04/2022,4,Middlesex,19945,18050,1895,12279,40,424,314,110
01/04/2022,5,New Haven,143548,126822,16726,16794,539,2371,2035,336
01/04/2022,6,New London,37997,34850,3147,14327,84,532,409,123
01/04/2022,7,Tolland,15268,13737,1531,10130,11,216,165,51
01/04/2022,8,Windham,18449,17445,1004,15798,28,251,197,54
01/05/2022,1,Fairfield,153836,136180,17656,16308,459,2380,1914,466
01/05/2022,2,Hartford,135790,123745,12045,15228,421,2726,2234,492
01/05/2022,3,Litchfield,24121,20853,3268,13376,33,378,324,54
01/05/2022,4,Middlesex,20276,18353,1923,12482,47,424,314,110
01/05/2022,5,New Haven,145539,128647,16892,17027,577,2371,2035,336
01/05/2022,6,New London,38819,35597,3222,14637,98,532,409,123
01/05/2022,7,Tolland,15561,14012,1549,10324,12,216,165,51
01/05/2022,8,Windham,18794,17761,1033,16093,29,252,198,54
01/06/2022,1,Fairfield,156761,138797,17964,16618,498,2380,1914,466
01/06/2022,2,Hartford,138236,125920,12316,15502,456,2726,2234,492
01/06/2022,3,Litchfield,24566,21225,3341,13623,38,378,324,54
01/06/2022,4,Middlesex,20537,18575,1962,12643,47,424,314,110
01/06/2022,5,New Haven,147192,129926,17266,17220,602,2371,2035,336
01/06/2022,6,New London,39336,36039,3297,14832,105,532,409,123
01/06/2022,7,Tolland,15816,14249,1567,10494,12,216,165,51
01/06/2022,8,Windham,19089,18030,1059,16346,26,252,198,54
01/07/2022,1,Fairfield,159269,141333,17936,16884,516,2402,1931,471
01/07/2022,2,Hartford,141111,128747,12364,15825,441,2747,2252,495
01/07/2022,3,Litchfield,25012,21679,3333,13870,38,379,325,54
01/07/2022,4,Middlesex,20976,19014,1962,12913,40,429,317,112
01/07/2022,5,New Haven,149587,132334,17253,17501,627,2403,2058,345
01/07/2022,6,New London,40016,36691,3325,15089,110,539,416,123
01/07/2022,7,Tolland,16125,14544,1581,10699,11,219,167,52
01/07/2022,8,Windham,19470,18401,1069,16672,27,257,202,55
01/10/2022,1,Fairfield,169549,151171,18378,17973,500,2402,1932,470
01/10/2022,2,Hartford,146523,133867,12656,16432,506,2747,2252,495
01/10/2022,3,Litchfield,26013,22547,3466,14425,39,379,325,54
01/10/2022,4,Middlesex,21873,19854,2019,13466,51,429,317,112
01/10/2022,5,New Haven,159375,141381,17994,18646,648,2403,2058,345
01/10/2022,6,New London,42381,39028,3353,15980,108,539,416,123
01/10/2022,7,Tolland,16614,15012,1602,11023,7,219,167,52
01/10/2022,8,Windham,20510,19403,1107,17563,30,257,202,55
01/11/2022,1,Fairfield,171407,152944,18463,18170,497,2414,1943,471
01/11/2022,2,Hartford,148368,135589,12779,16638,513,2760,2263,497
01/11/2022,3,Litchfield,26290,22806,3484,14579,38,381,327,54
01/11/2022,4,Middlesex,22036,20006,2030,13566,62,430,317,113
01/11/2022,5,New Haven,161272,143112,18160,18868,663,2429,2077,352
01/11/2022,6,New London,42826,39447,3379,16148,108,541,418,123
01/11/2022,7,Tolland,16761,15146,1615,11121,7,219,167,52
01/11/2022,8,Windham,20611,19480,1131,17649,32,258,203,55
01/12/2022,1,Fairfield,173159,154473,18686,18356,505,2413,1942,471
01/12/2022,2,Hartford,150053,137155,12898,16827,531,2761,2264,497
01/12/2022,3,Litchfield,26620,23080,3540,14762,43,381,327,54
01/12/2022,4,Middlesex,22357,20308,2049,13764,72,430,317,113
01/12/2022,5,New Haven,163214,144834,18380,19095,634,2434,2081,353
01/12/2022,6,New London,43531,40094,3437,16414,110,543,420,123
01/12/2022,7,Tolland,16984,15353,1631,11269,7,219,167,52
01/12/2022,8,Windham,20916,19766,1150,17910,37,258,203,55
01/13/2022,1,Fairfield,175775,156622,19153,18633,487,2413,1942,471
01/13/2022,2,Hartford,152792,139303,13489,17135,523,2761,2264,497
01/13/2022,3,Litchfield,26998,23385,3613,14971,49,381,327,54
01/13/2022,4,Middlesex,22650,20568,2082,13944,70,430,317,113
01/13/2022,5,New Haven,165359,146540,18819,19346,636,2434,2081,353
01/13/2022,6,New London,44355,40710,3645,16725,112,543,420,123
01/13/2022,7,Tolland,17171,15518,1653,11393,4,219,167,52
01/13/2022,8,Windham,21299,20122,1177,18238,36,258,203,55
01/14/2022,1,Fairfield,178205,158259,19946,18891,478,2437,1959,478
01/14/2022,2,Hartford,154699,141095,13604,17348,526,2783,2282,501
01/14/2022,3,Litchfield,27303,23644,3659,15140,49,388,330,58
01/14/2022,4,Middlesex,23268,21168,2100,14324,58,431,317,114
01/14/2022,5,New Haven,167580,148505,19075,19606,626,2470,2106,364
01/14/2022,6,New London,45088,41425,3663,17001,116,555,431,124
01/14/2022,7,Tolland,17342,15676,1666,11506,7,229,170,59
01/14/2022,8,Windham,21657,20477,1180,18545,35,258,203,55
01/17/2022,1,Fairfield,181852,161592,20260,19278,446,2436,1959,477
01/17/2022,2,Hartford,158467,144602,13865,17771,548,2783,2282,501
01/17/2022,3,Litchfield,27986,24237,3749,15519,41,388,330,58
01/17/2022,4,Middlesex,23977,21822,2155,14761,70,431,317,114
01/17/2022,5,New Haven,171881,152475,19406,20109,596,2469,2106,363
01/17/2022,6,New London,46635,42899,3736,17584,108,555,431,124
01/17/2022,7,Tolland,17747,16055,1692,11775,10,229,170,59
01/17/2022,8,Windham,22374,21170,1204,19159,38,258,203,55
01/18/2022,1,Fairfield,183127,162768,20359,19413,428,2441,1963,478
01/18/2022,2,Hartford,159316,145367,13949,17866,541,2785,2284,501
01/18/2022,3,Litchfield,28139,24356,3783,15604,39,388,330,58
01/18/2022,4,Middlesex,24169,21985,2184,14879,78,431,317,114
01/18/2022,5,New Haven,173127,153304,19823,20255,577,2472,2107,365
01/18/2022,6,New London,46934,43179,3755,17697,113,555,431,124
01/18/2022,7,Tolland,17861,16160,1701,11850,10,229,170,59
01/18/2022,8,Windham,22504,21282,1222,19270,33,258,203,55
01/19/2022,1,Fairfield,184094,163610,20484,19515,425,2470,1989,481
01/19/2022,2,Hartford,160508,146479,14029,18000,555,2803,2298,505
01/19/2022,3,Litchfield,28341,24529,3812,15716,40,395,333,62
01/19/2022,4,Middlesex,24409,22204,2205,15027,75,434,318,116
01/19/2022,5,New Haven,174385,154401,19984,20402,565,2506,2130,376
01/19/2022,6,New London,47461,43675,3786,17896,112,564,440,124
01/19/2022,7,Tolland,18005,16284,1721,11946,10,233,172,61
01/19/2022,8,Windham,22692,21442,1250,19431,23,260,205,55
01/20/2022,1,Fairfield,185326,164718,20608,19646,404,2472,1991,481
01/20/2022,2,Hartford,161628,147400,14228,18125,545,2809,2304,505
01/20/2022,3,Litchfield,28545,24695,3850,15829,39,395,333,62
01/20/2022,4,Middlesex,24574,22351,2223,15128,67,434,318,116
01/20/2022,5,New Haven,175756,155634,20122,20562,541,2509,2133,376
01/20/2022,6,New London,47913,44088,3825,18066,103,564,440,124
01/20/2022,7,Tolland,18136,16398,1738,12033,11,235,173,62
01/20/2022,8,Windham,22805,21532,1273,19528,23,260,205,55
01/21/2022,1,Fairfield,186231,165604,20627,19742,400,2490,2003,487
01/21/2022,2,Hartford,162615,148285,14330,18236,522,2824,2318,506
01/21/2022,3,Litchfield,28726,24859,3867,15929,40,401,339,62
01/21/2022,4,Middlesex,24761,22514,2247,15244,69,437,321,116
01/21/2022,5,New Haven,176971,156727,20244,20704,526,2534,2153,381
01/21/2022,6,New London,48476,44629,3847,18279,100,567,443,124
01/21/2022,7,Tolland,18250,16505,1745,12108,11,239,176,63
01/21/2022,8,Windham,23067,21779,1288,19752,27,265,210,55
01/24/2022,1,Fairfield,189800,169001,20799,20120,355,2492,2005,487
01/24/2022,2,Hartford,165601,151146,14455,18571,454,2828,2322,506
01/24/2022,3,Litchfield,29166,25237,3929,16173,34,402,340,62
01/24/2022,4,Middlesex,25229,22962,2267,15532,52,437,323,114
01/24/2022,5,New Haven,179656,159151,20505,21018,445,2537,2153,384
01/24/2022,6,New London,49451,45557,3894,18646,100,567,442,125
01/24/2022,7,Tolland,18582,16814,1768,12329,6,239,176,63
01/24/2022,8,Windham,23620,22314,1306,20226,31,267,211,56
01/25/2022,1,Fairfield,190640,169586,21054,20209,346,2494,2006,488
01/25/2022,2,Hartford,166673,151829,14844,18691,456,2828,2322,506
01/25/2022,3,Litchfield,29328,25331,3997,16263,29,402,340,62
01/25/2022,4,Middlesex,25353,23068,2285,15608,51,437,323,114
01/25/2022,5,New Haven,180457,159702,20755,21112,427,2538,2154,384
01/25/2022,6,New London,49922,45806,4116,18824,105,567,442,125
01/25/2022,7,Tolland,18744,16942,1802,12436,6,239,176,63
01/25/2022,8,Windham,23811,22473,1338,20389,26,268,211,57
01/26/2022,1,Fairfield,191156,170022,21134,20264,307,2516,2025,491
01/26/2022,2,Hartford,167378,152481,14897,18770,435,2860,2345,515
01/26/2022,3,Litchfield,29439,25414,4025,16325,22,410,347,63
01/26/2022,4,Middlesex,25488,23188,2300,15691,48,447,327,120
01/26/2022,5,New Haven,181108,160256,20852,21188,394,2567,2178,389
01/26/2022,6,New London,50278,46142,4136,18958,108,582,456,126
01/26/2022,7,Tolland,18870,17061,1809,12520,7,244,179,65
01/26/2022,8,Windham,23984,22628,1356,20537,25,272,214,58
01/27/2022,1,Fairfield,191808,170615,21193,20333,277,2519,2028,491
01/27/2022,2,Hartford,168071,153102,14969,18848,431,2860,2346,514
01/27/2022,3,Litchfield,29614,25569,4045,16422,28,411,348,63
01/27/2022,4,Middlesex,25632,23317,2315,15780,40,447,327,120
01/27/2022,5,New Haven,181836,160887,20949,21273,349,2571,2184,387
01/27/2022,6,New London,50633,46472,4161,19092,112,582,456,126
01/27/2022,7,Tolland,18983,17163,1820,12595,9,244,179,65
01/27/2022,8,Windham,24151,22785,1366,20680,24,272,214,58
01/28/2022,1,Fairfield,192393,171124,21269,20395,245,2541,2047,494
01/28/2022,2,Hartford,168647,153633,15014,18913,393,2881,2363,518
01/28/2022,3,Litchfield,29753,25700,4053,16499,29,412,349,63
01/28/2022,4,Middlesex,25778,23452,2326,15870,40,451,329,122
01/28/2022,5,New Haven,182543,161511,21032,21356,353,2590,2195,395
01/28/2022,6,New London,50879,46714,4165,19185,102,587,459,128
01/28/2022,7,Tolland,19125,17292,1833,12689,11,245,180,65
01/28/2022,8,Windham,24279,22902,1377,20790,19,274,216,58
01/31/2022,1,Fairfield,193175,171784,21391,20478,234,2547,2051,496
01/31/2022,2,Hartford,169521,154459,15062,19011,325,2889,2367,522
01/31/2022,3,Litchfield,29959,25888,4071,16613,25,413,349,64
01/31/2022,4,Middlesex,25960,23625,2335,15982,41,453,329,124
01/31/2022,5,New Haven,183151,162038,21113,21427,315,2595,2199,396
01/31/2022,6,New London,51160,46972,4188,19291,86,587,459,128
01/31/2022,7,Tolland,19288,17446,1842,12797,12,248,181,67
01/31/2022,8,Windham,24498,23121,1377,20978,13,274,216,58
02/01/2022,1,Fairfield,193441,172007,21434,20506,226,2562,2059,503
02/01/2022,2,Hartford,169889,154773,15116,19052,316,2901,2376,525
02/01/2022,3,Litchfield,30035,25954,4081,16655,23,420,354,66
02/01/2022,4,Middlesex,26000,23652,2348,16006,30,458,330,128
02/01/2022,5,New Haven,183400,162227,21173,21456,293,2615,2216,399
02/01/2022,6,New London,51271,47066,4205,19333,80,591,462,129
02/01/2022,7,Tolland,19363,17517,1846,12847,12,249,183,66
02/01/2022,8,Windham,24550,23159,1391,21022,15,276,218,58
02/02/2022,1,Fairfield,193850,172356,21494,20549,216,2564,2060,504
02/02/2022,2,Hartford,170241,155086,15155,19091,296,2902,2377,525
02/02/2022,3,Litchfield,30126,26036,4090,16706,18,420,354,66
02/02/2022,4,Middlesex,26082,23722,2360,16057,26,458,330,128
02/02/2022,5,New Haven,183922,162683,21239,21517,281,2618,2219,399
02/02/2022,6,New London,51447,47223,4224,19399,70,591,462,129
02/02/2022,7,Tolland,19424,17574,1850,12887,10,250,184,66
02/02/2022,8,Windham,24634,23224,1410,21094,18,276,218,58
02/03/2022,1,Fairfield,194466,172940,21526,20615,209,2564,2060,504
02/03/2022,2,Hartford,170595,155414,15181,19131,278,2903,2378,525
02/03/2022,3,Litchfield,30193,26086,4107,16743,13,420,355,65
02/03/2022,4,Middlesex,26183,23815,2368,16119,24,458,330,128
02/03/2022,5,New Haven,184698,163427,21271,21608,253,2619,2220,399
02/03/2022,6,New London,51809,47573,4236,19535,70,593,464,129
02/03/2022,7,Tolland,19485,17628,1857,12928,5,250,184,66
02/03/2022,8,Windham,24740,23322,1418,21185,17,276,218,58
02/04/2022,1,Fairfield,194725,173133,21592,20642,186,2580,2075,505
02/04/2022,2,Hartford,170896,155657,15239,19165,249,2919,2391,528
02/04/2022,3,Litchfield,30248,26137,4111,16773,10,425,358,67
02/04/2022,4,Middlesex,26255,23881,2374,16163,19,460,331,129
02/04/2022,5,New Haven,185076,163689,21387,21652,240,2640,2236,404
02/04/2022,6,New London,51909,47649,4260,19573,60,600,469,131
02/04/2022,7,Tolland,19537,17670,1867,12962,5,254,185,69
02/04/2022,8,Windham,24790,23369,1421,21228,16,280,221,59
02/07/2022,1,Fairfield,195214,173518,21696,20694,121,2581,2076,505
02/07/2022,2,Hartford,171352,156083,15269,19216,207,2919,2391,528
02/07/2022,3,Litchfield,30349,26231,4118,16829,10,425,358,67
02/07/2022,4,Middlesex,26349,23964,2385,16221,20,461,331,130
02/07/2022,5,New Haven,185705,164222,21483,21726,206,2639,2235,404
02/07/2022,6,New London,52125,47848,4277,19655,48,600,469,131
02/07/2022,7,Tolland,19591,17715,1876,12998,3,254,185,69
02/07/2022,8,Windham,24880,23452,1428,21305,16,280,221,59
02/08/2022,1,Fairfield,195518,173777,21741,20726,120,2581,2076,505
02/08/2022,2,Hartford,171694,156387,15307,19254,209,2918,2391,527
02/08/2022,3,Litchfield,30411,26281,4130,16864,7,425,358,67
02/08/2022,4,Middlesex,26408,24017,2391,16257,13,461,331,130
02/08/2022,5,New Haven,186006,164461,21545,21761,190,2639,2234,405
02/08/2022,6,New London,52274,47981,4293,19711,50,600,469,131
02/08/2022,7,Tolland,19647,17765,1882,13035,3,254,185,69
02/08/2022,8,Windham,24943,23509,1434,21359,15,280,221,59
02/09/2022,1,Fairfield,195800,174010,21790,20756,113,2592,2085,507
02/09/2022,2,Hartford,171920,156575,15345,19280,189,2938,2409,529
02/09/2022,3,Litchfield,30474,26323,4151,16899,10,426,359,67
02/09/2022,4,Middlesex,26464,24072,2392,16292,13,461,331,130
02/09/2022,5,New Haven,186255,164675,21580,21790,159,2653,2247,406
02/09/2022,6,New London,52357,48058,4299,19742,51,605,474,131
02/09/2022,7,Tolland,19690,17789,1901,13064,2,257,187,70
02/09/2022,8,Windham,24974,23539,1435,21385,15,281,222,59
02/10/2022,1,Fairfield,196035,174228,21807,20781,119,2593,2086,507
02/10/2022,2,Hartford,172170,156793,15377,19308,169,2939,2411,528
02/10/2022,3,Litchfield,30525,26369,4156,16927,8,426,359,67
02/10/2022,4,Middlesex,26527,24132,2395,16331,18,461,331,130
02/10/2022,5,New Haven,186504,164882,21622,21820,150,2654,2248,406
02/10/2022,6,New London,52453,48145,4308,19778,49,607,476,131
02/10/2022,7,Tolland,19722,17817,1905,13085,3,257,187,70
02/10/2022,8,Windham,25026,23582,1444,21430,13,282,222,60
02/11/2022,1,Fairfield,196221,174391,21830,20801,92,2603,2095,508
02/11/2022,2,Hartford,172440,157018,15422,19338,160,2951,2420,531
02/11/2022,3,Litchfield,30562,26403,4159,16948,9,430,362,68
02/11/2022,4,Middlesex,26639,24174,2465,16400,13,462,331,131
02/11/2022,5,New Haven,186894,165087,21807,21865,136,2664,2257,407
02/11/2022,6,New London,52549,48230,4319,19814,42,610,479,131
02/11/2022,7,Tolland,19770,17858,1912,13117,2,257,188,69
02/11/2022,8,Windham,25070,23626,1444,21467,13,283,223,60
02/14/2022,1,Fairfield,196644,174776,21868,20846,81,2603,2095,508
02/14/2022,2,Hartford,172735,157272,15463,19371,138,2951,2420,531
02/14/2022,3,Litchfield,30623,26456,4167,16981,8,430,362,68
02/14/2022,4,Middlesex,26736,24265,2471,16459,12,462,331,131
02/14/2022,5,New Haven,187271,165413,21858,21909,113,2664,2257,407
02/14/2022,6,New London,52670,48343,4327,19860,42,610,479,131
02/14/2022,7,Tolland,19832,17905,1927,13158,2,257,188,69
02/14/2022,8,Windham,25147,23706,1441,21533,10,283,223,60
02/15/2022,1,Fairfield,196835,174913,21922,20866,83,2609,2100,509
02/15/2022,2,Hartford,172975,157469,15506,19398,129,2972,2433,539
02/15/2022,3,Litchfield,30746,26570,4176,17050,9,432,365,67
02/15/2022,4,Middlesex,26765,24292,2473,16477,13,463,332,131
02/15/2022,5,New Haven,187827,165939,21888,21974,104,2688,2281,407
02/15/2022,6,New London,52748,48414,4334,19889,38,613,482,131
02/15/2022,7,Tolland,19863,17933,1930,13179,0,258,189,69
02/15/2022,8,Windham,25179,23730,1449,21561,9,285,225,60
02/16/2022,1,Fairfield,196996,175058,21938,20883,72,2610,2101,509
02/16/2022,2,Hartford,173182,157641,15541,19421,121,2973,2435,538
02/16/2022,3,Litchfield,30969,26808,4161,17173,9,432,374,58
02/16/2022,4,Middlesex,26834,24355,2479,16520,8,464,333,131
02/16/2022,5,New Haven,188832,167015,21817,22092,94,2682,2305,377
02/16/2022,6,New London,52840,48493,4347,19924,29,612,481,131
02/16/2022,7,Tolland,19901,17963,1938,13204,0,259,190,69
02/16/2022,8,Windham,25206,23753,1453,21584,7,286,226,60
02/17/2022,1,Fairfield,197116,175097,22019,20896,67,2610,2101,509
02/17/2022,2,Hartford,173338,157661,15677,19439,117,2974,2436,538
02/17/2022,3,Litchfield,30988,26816,4172,17184,9,432,374,58
02/17/2022,4,Middlesex,26843,24362,2481,16525,9,464,333,131
02/17/2022,5,New Haven,188938,167063,21875,22104,92,2687,2311,376
02/17/2022,6,New London,52955,48505,4450,19967,28,612,481,131
02/17/2022,7,Tolland,19914,17972,1942,13212,0,259,190,69
02/17/2022,8,Windham,25213,23756,1457,21590,3,286,226,60
02/18/2022,1,Fairfield,197325,175283,22042,20918,72,2614,2105,509
02/18/2022,2,Hartford,173583,157862,15721,19466,104,2982,2440,542
02/18/2022,3,Litchfield,31050,26862,4188,17218,8,434,375,59
02/18/2022,4,Middlesex,27000,24516,2484,16622,8,464,333,131
02/18/2022,5,New Haven,189204,167294,21910,22135,73,2699,2321,378
02/18/2022,6,New London,53177,48719,4458,20051,22,618,487,131
02/18/2022,7,Tolland,19967,18016,1951,13248,0,259,190,69
02/18/2022,8,Windham,25254,23794,1460,21625,3,287,227,60
02/21/2022,1,Fairfield,197585,175532,22053,20945,49,2621,2110,511
02/21/2022,2,Hartford,173886,158134,15752,19500,97,2984,2441,543
02/21/2022,3,Litchfield,31115,26925,4190,17254,7,434,375,59
02/21/2022,4,Middlesex,27167,24677,2490,16725,12,464,333,131
02/21/2022,5,New Haven,189500,167570,21930,22170,75,2706,2327,379
02/21/2022,6,New London,53279,48810,4469,20090,18,619,487,132
02/21/2022,7,Tolland,20019,18054,1965,13282,0,259,190,69
02/21/2022,8,Windham,25289,23827,1462,21655,3,287,227,60
02/22/2022,1,Fairfield,197661,175586,22075,20953,47,2621,2110,511
02/22/2022,2,Hartford,173957,158185,15772,19508,97,2984,2441,543
02/22/2022,3,Litchfield,31136,26937,4199,17266,5,434,375,59
02/22/2022,4,Middlesex,27175,24684,2491,16730,12,464,333,131
02/22/2022,5,New Haven,189592,167638,21954,22181,77,2706,2327,379
02/22/2022,6,New London,53322,48851,4471,20106,19,619,487,132
02/22/2022,7,Tolland,20036,18069,1967,13293,0,259,190,69
02/22/2022,8,Windham,25302,23839,1463,21666,4,287,227,60
02/23/2022,1,Fairfield,197774,175675,22099,20965,51,2634,2123,511
02/23/2022,2,Hartford,174096,158316,15780,19524,92,3000,2453,547
02/23/2022,3,Litchfield,31169,26966,4203,17284,4,441,381,60
02/23/2022,4,Middlesex,27243,24748,2495,16772,13,466,335,131
02/23/2022,5,New Haven,189689,167701,21988,22192,69,2724,2341,383
02/23/2022,6,New London,53366,48888,4478,20122,21,623,490,133
02/23/2022,7,Tolland,20060,18083,1977,13309,0,259,190,69
02/23/2022,8,Windham,25319,23852,1467,21681,5,290,230,60
02/24/2022,1,Fairfield,197830,175726,22104,20971,56,2635,2124,511
02/24/2022,2,Hartford,174333,158385,15948,19550,82,3003,2455,548
02/24/2022,3,Litchfield,31184,26978,4206,17292,4,441,381,60
02/24/2022,4,Middlesex,27283,24782,2501,16796,11,465,334,131
02/24/2022,5,New Haven,189743,167739,22004,22198,68,2725,2342,383
02/24/2022,6,New London,53386,48906,4480,20130,22,624,491,133
02/24/2022,7,Tolland,20082,18095,1987,13324,0,259,190,69
02/24/2022,8,Windham,25329,23859,1470,21689,5,290,230,60
02/25/2022,1,Fairfield,197958,175821,22137,20985,51,2637,2126,511
02/25/2022,2,Hartford,174424,158465,15959,19560,81,3012,2464,548
02/25/2022,3,Litchfield,31207,27001,4206,17305,2,443,383,60
02/25/2022,4,Middlesex,27303,24800,2503,16808,10,467,334,133
02/25/2022,5,New Haven,189814,167802,22012,22207,65,2729,2345,384
02/25/2022,6,New London,53426,48938,4488,20145,22,624,491,133
02/25/2022,7,Tolland,20103,18113,1990,13338,0,260,191,69
02/25/2022,8,Windham,25349,23878,1471,21706,4,290,230,60
02/28/2022,1,Fairfield,198201,176025,22176,21011,36,2637,2127,510
02/28/2022,2,Hartford,174606,158595,16011,19581,64,3014,2466,548
02/28/2022,3,Litchfield,31238,27031,4207,17322,2,443,383,60
02/28/2022,4,Middlesex,27363,24855,2508,16845,9,467,334,133
02/28/2022,5,New Haven,190110,168058,22052,22241,58,2731,2348,383
02/28/2022,6,New London,53571,49073,4498,20200,12,625,492,133
02/28/2022,7,Tolland,20127,18131,1996,13354,0,260,191,69
02/28/2022,8,Windham,25377,23904,1473,21730,7,290,230,60
03/01/2022,1,Fairfield,198268,176084,22184,21018,40,2638,2127,511
03/01/2022,2,Hartford,174649,158637,16012,19586,65,3015,2466,549
03/01/2022,3,Litchfield,31243,27036,4207,17325,4,443,383,60
03/01/2022,4,Middlesex,27371,24861,2510,16850,7,467,334,133
03/01/2022,5,New Haven,190141,168085,22056,22245,54,2730,2348,382
03/01/2022,6,New London,53576,49076,4500,20202,14,625,492,133
03/01/2022,7,Tolland,20131,18134,1997,13356,0,260,191,69
03/01/2022,8,Windham,25383,23910,1473,21735,7,290,230,60
03/02/2022,1,Fairfield,198301,176116,22185,21021,47,2644,2133,511
03/02/2022,2,Hartford,174732,158709,16023,19595,69,3027,2475,552
03/02/2022,3,Litchfield,31267,27057,4210,17338,4,448,386,62
03/02/2022,4,Middlesex,27395,24883,2512,16865,4,469,335,134
03/02/2022,5,New Haven,190172,168104,22068,22249,51,2740,2357,383
03/02/2022,6,New London,53618,49112,4506,20217,11,626,493,133
03/02/2022,7,Tolland,20144,18145,1999,13365,0,263,193,70
03/02/2022,8,Windham,25387,23914,1473,21739,6,292,231,61
03/03/2022,1,Fairfield,198498,176315,22183,21042,42,2644,2133,511
03/03/2022,2,Hartford,174775,158742,16033,19600,56,3029,2476,553
03/03/2022,3,Litchfield,31275,27063,4212,17343,6,448,386,62
03/03/2022,4,Middlesex,27426,24913,2513,16884,4,469,335,134
03/03/2022,5,New Haven,190408,168343,22065,22276,51,2740,2357,383
03/03/2022,6,New London,53682,49178,4504,20242,6,626,493,133
03/03/2022,7,Tolland,20145,18146,1999,13366,0,263,193,70
03/03/2022,8,Windham,25393,23920,1473,21744,6,292,231,61
03/04/2022,1,Fairfield,198583,176389,22194,21051,42,2649,2137,512
03/04/2022,2,Hartford,174865,158825,16040,19610,48,3036,2483,553
03/04/2022,3,Litchfield,31284,27071,4213,17348,6,448,386,62
03/04/2022,4,Middlesex,27460,24942,2518,16905,3,472,337,135
03/04/2022,5,New Haven,190557,168431,22126,22294,54,2748,2362,386
